<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
MOEX,60,20210526,130000,169.2300000
MOEX,60,20210526,140000,169.2600000
MOEX,60,20210526,150000,169.0000000
MOEX,60,20210526,160000,169.2100000
MOEX,60,20210526,170000,168.9700000
MOEX,60,20210526,180000,169.1000000
MOEX,60,20210526,190000,169.4900000
MOEX,60,20210526,200000,169.4000000
MOEX,60,20210526,210000,169.4800000
MOEX,60,20210526,220000,169.9100000
MOEX,60,20210526,230000,169.8900000
MOEX,60,20210527,000000,169.9500000
MOEX,60,20210527,110000,169.0800000
MOEX,60,20210527,120000,168.9300000
MOEX,60,20210527,130000,169.1700000
MOEX,60,20210527,140000,168.9900000
MOEX,60,20210527,150000,168.1200000
MOEX,60,20210527,160000,168.3000000
MOEX,60,20210527,170000,168.2700000
MOEX,60,20210527,180000,168.3900000
MOEX,60,20210527,190000,168.2000000
MOEX,60,20210527,200000,168.4000000
MOEX,60,20210527,210000,168.6000000
MOEX,60,20210527,220000,168.0500000
MOEX,60,20210527,230000,168.0000000
MOEX,60,20210528,000000,168.1700000
MOEX,60,20210528,110000,167.9800000
MOEX,60,20210528,120000,168.1300000
MOEX,60,20210528,130000,168.1200000
MOEX,60,20210528,140000,167.5300000
MOEX,60,20210528,150000,167.3800000
MOEX,60,20210528,160000,167.6800000
MOEX,60,20210528,170000,168.3500000
MOEX,60,20210528,180000,167.2200000
MOEX,60,20210528,190000,167.7700000
MOEX,60,20210528,200000,168.1200000
MOEX,60,20210528,210000,168.0200000
MOEX,60,20210528,220000,168.0900000
MOEX,60,20210528,230000,168.3400000
MOEX,60,20210529,000000,168.3100000
MOEX,60,20210531,110000,168.9700000
MOEX,60,20210531,120000,168.6600000
MOEX,60,20210531,130000,169.1100000
MOEX,60,20210531,140000,169.1100000
MOEX,60,20210531,150000,169.0600000
MOEX,60,20210531,160000,169.1000000
MOEX,60,20210531,170000,169.0200000
MOEX,60,20210531,180000,168.6900000
MOEX,60,20210531,190000,168.0400000
MOEX,60,20210531,200000,168.8100000
MOEX,60,20210531,210000,168.9700000
MOEX,60,20210531,220000,169.0200000
MOEX,60,20210531,230000,169.0700000
MOEX,60,20210601,000000,169.1400000
MOEX,60,20210601,110000,169.1800000
MOEX,60,20210601,120000,169.0300000
MOEX,60,20210601,130000,170.2100000
MOEX,60,20210601,140000,170.1600000
MOEX,60,20210601,150000,170.1000000
MOEX,60,20210601,160000,169.8700000
MOEX,60,20210601,170000,170.4500000
MOEX,60,20210601,180000,169.7000000
MOEX,60,20210601,190000,169.4200000
MOEX,60,20210601,200000,170.0900000
MOEX,60,20210601,210000,170.2600000
MOEX,60,20210601,220000,170.3200000
MOEX,60,20210601,230000,170.2900000
MOEX,60,20210602,000000,170.3000000
MOEX,60,20210602,110000,170.4000000
MOEX,60,20210602,120000,170.4400000
MOEX,60,20210602,130000,169.8900000
MOEX,60,20210602,140000,170.0700000
MOEX,60,20210602,150000,170.0000000
MOEX,60,20210602,160000,170.1500000
MOEX,60,20210602,170000,170.7700000
MOEX,60,20210602,180000,170.2400000
MOEX,60,20210602,190000,170.9600000
MOEX,60,20210602,200000,170.9400000
MOEX,60,20210602,210000,170.9600000
MOEX,60,20210602,220000,170.9500000
MOEX,60,20210602,230000,171.0800000
MOEX,60,20210603,000000,171.1400000
MOEX,60,20210603,110000,170.3300000
MOEX,60,20210603,120000,170.2900000
MOEX,60,20210603,130000,170.3300000
MOEX,60,20210603,140000,169.7300000
MOEX,60,20210603,150000,169.9800000
MOEX,60,20210603,160000,170.1600000
MOEX,60,20210603,170000,170.1500000
MOEX,60,20210603,180000,170.0600000
MOEX,60,20210603,190000,170.5100000
MOEX,60,20210603,200000,170.5700000
MOEX,60,20210603,210000,170.5500000
MOEX,60,20210603,220000,170.4600000
MOEX,60,20210603,230000,170.4000000
MOEX,60,20210604,000000,170.5300000
MOEX,60,20210604,110000,170.3500000
MOEX,60,20210604,120000,170.8500000
MOEX,60,20210604,130000,170.1900000
MOEX,60,20210604,140000,170.0900000
MOEX,60,20210604,150000,170.2200000
MOEX,60,20210604,160000,170.7000000
MOEX,60,20210604,170000,171.4500000
MOEX,60,20210604,180000,171.7200000
MOEX,60,20210604,190000,172.2200000
MOEX,60,20210604,200000,172.1000000
MOEX,60,20210604,210000,172.4000000
MOEX,60,20210604,220000,172.6000000
MOEX,60,20210604,230000,172.8000000
MOEX,60,20210605,000000,172.8000000
MOEX,60,20210607,110000,173.7300000
MOEX,60,20210607,120000,173.1700000
MOEX,60,20210607,130000,173.4800000
MOEX,60,20210607,140000,173.4100000
MOEX,60,20210607,150000,173.6300000
MOEX,60,20210607,160000,174.1500000
MOEX,60,20210607,170000,174.8900000
MOEX,60,20210607,180000,174.8300000
MOEX,60,20210607,190000,175.6200000
MOEX,60,20210607,200000,175.5500000
MOEX,60,20210607,210000,175.5100000
MOEX,60,20210607,220000,175.8100000
MOEX,60,20210607,230000,176.0000000
MOEX,60,20210608,000000,176.0100000
MOEX,60,20210608,110000,176.6500000
MOEX,60,20210608,120000,174.5500000
MOEX,60,20210608,130000,175.3000000
MOEX,60,20210608,140000,174.0000000
MOEX,60,20210608,150000,174.9100000
MOEX,60,20210608,160000,175.3400000
MOEX,60,20210608,170000,175.5700000
MOEX,60,20210608,180000,175.5900000
MOEX,60,20210608,190000,176.1100000
MOEX,60,20210608,200000,175.6200000
MOEX,60,20210608,210000,175.5900000
MOEX,60,20210608,220000,175.5100000
MOEX,60,20210608,230000,175.5700000
MOEX,60,20210609,000000,175.7500000
MOEX,60,20210609,110000,175.3600000
MOEX,60,20210609,120000,175.6800000
MOEX,60,20210609,130000,175.3800000
MOEX,60,20210609,140000,174.6600000
MOEX,60,20210609,150000,174.8700000
MOEX,60,20210609,160000,175.3000000
MOEX,60,20210609,170000,176.0100000
MOEX,60,20210609,180000,176.1300000
MOEX,60,20210609,190000,176.1000000
MOEX,60,20210609,200000,176.2500000
MOEX,60,20210609,210000,176.3600000
MOEX,60,20210609,220000,176.4000000
MOEX,60,20210609,230000,176.0100000
MOEX,60,20210610,000000,176.1500000
MOEX,60,20210610,110000,176.3000000
MOEX,60,20210610,120000,176.2300000
MOEX,60,20210610,130000,176.2400000
MOEX,60,20210610,140000,176.0100000
MOEX,60,20210610,150000,176.0700000
MOEX,60,20210610,160000,175.5000000
MOEX,60,20210610,170000,175.9700000
MOEX,60,20210610,180000,175.7400000
MOEX,60,20210610,190000,175.3800000
MOEX,60,20210610,200000,175.7800000
MOEX,60,20210610,210000,175.7400000
MOEX,60,20210610,220000,175.5800000
MOEX,60,20210610,230000,175.4400000
MOEX,60,20210611,000000,175.5400000
MOEX,60,20210611,110000,177.0000000
MOEX,60,20210611,120000,176.6000000
MOEX,60,20210611,130000,176.4500000
MOEX,60,20210611,140000,176.9100000
MOEX,60,20210611,150000,177.0700000
MOEX,60,20210611,160000,176.3700000
MOEX,60,20210611,170000,176.5500000
MOEX,60,20210611,180000,176.3000000
MOEX,60,20210611,190000,174.9600000
MOEX,60,20210611,200000,175.4600000
MOEX,60,20210611,210000,175.2000000
MOEX,60,20210611,220000,175.2300000
MOEX,60,20210611,230000,175.3700000
MOEX,60,20210612,000000,174.9600000
MOEX,60,20210614,110000,175.6400000
MOEX,60,20210614,120000,175.5800000
MOEX,60,20210614,130000,175.7800000
MOEX,60,20210614,140000,175.3600000
MOEX,60,20210614,150000,175.0700000
MOEX,60,20210614,160000,174.6400000
MOEX,60,20210614,170000,174.8900000
MOEX,60,20210614,180000,175.0000000
MOEX,60,20210614,190000,175.0300000
MOEX,60,20210614,200000,175.0200000
MOEX,60,20210614,210000,175.1600000
MOEX,60,20210614,220000,174.9200000
MOEX,60,20210614,230000,174.8600000
MOEX,60,20210615,000000,175.0100000
MOEX,60,20210615,110000,175.9000000
MOEX,60,20210615,120000,175.8700000
MOEX,60,20210615,130000,176.0400000
MOEX,60,20210615,140000,175.8800000
MOEX,60,20210615,150000,176.1100000
MOEX,60,20210615,160000,175.4900000
MOEX,60,20210615,170000,175.8000000
MOEX,60,20210615,180000,175.7100000
MOEX,60,20210615,190000,176.4900000
MOEX,60,20210615,200000,176.0700000
MOEX,60,20210615,210000,176.0800000
MOEX,60,20210615,220000,176.0000000
MOEX,60,20210615,230000,176.0900000
MOEX,60,20210616,000000,176.0600000
MOEX,60,20210616,110000,176.9000000
MOEX,60,20210616,120000,176.6400000
MOEX,60,20210616,130000,176.0500000
MOEX,60,20210616,140000,176.5600000
MOEX,60,20210616,150000,176.2000000
MOEX,60,20210616,160000,176.1900000
MOEX,60,20210616,170000,176.3100000
MOEX,60,20210616,180000,176.2800000
MOEX,60,20210616,190000,175.6100000
MOEX,60,20210616,200000,175.8600000
MOEX,60,20210616,210000,175.8500000
MOEX,60,20210616,220000,175.1400000
MOEX,60,20210616,230000,175.4200000
MOEX,60,20210617,000000,175.5600000
MOEX,60,20210617,110000,175.7000000
MOEX,60,20210617,120000,177.6000000
MOEX,60,20210617,130000,178.0600000
MOEX,60,20210617,140000,177.4800000
MOEX,60,20210617,150000,177.4300000
MOEX,60,20210617,160000,178.2400000
MOEX,60,20210617,170000,178.3700000
MOEX,60,20210617,180000,179.7100000
MOEX,60,20210617,190000,178.7000000
MOEX,60,20210617,200000,178.4700000
MOEX,60,20210617,210000,178.5800000
MOEX,60,20210617,220000,178.4800000
MOEX,60,20210617,230000,178.3000000
MOEX,60,20210618,000000,178.7900000
MOEX,60,20210618,110000,176.9200000
MOEX,60,20210618,120000,177.7100000
MOEX,60,20210618,130000,179.2700000
MOEX,60,20210618,140000,178.1400000
MOEX,60,20210618,150000,177.5200000
MOEX,60,20210618,160000,177.4800000
MOEX,60,20210618,170000,176.5300000
MOEX,60,20210618,180000,176.7200000
MOEX,60,20210618,190000,177.1700000
MOEX,60,20210618,200000,176.9100000
MOEX,60,20210618,210000,176.6200000
MOEX,60,20210618,220000,176.6700000
MOEX,60,20210618,230000,176.6600000
MOEX,60,20210619,000000,176.6900000
MOEX,60,20210621,110000,175.6300000
MOEX,60,20210621,120000,175.5700000
MOEX,60,20210621,130000,176.2400000
MOEX,60,20210621,140000,176.1500000
MOEX,60,20210621,150000,175.7600000
MOEX,60,20210621,160000,175.4400000
MOEX,60,20210621,170000,175.2400000
MOEX,60,20210621,180000,176.0700000
MOEX,60,20210621,190000,177.7400000
MOEX,60,20210621,200000,177.7000000
MOEX,60,20210621,210000,177.7900000
MOEX,60,20210621,220000,177.6500000
MOEX,60,20210621,230000,177.9500000
MOEX,60,20210622,000000,178.2000000
MOEX,60,20210622,110000,176.6400000
MOEX,60,20210622,120000,176.5800000
MOEX,60,20210622,130000,176.9000000
MOEX,60,20210622,140000,176.5400000
MOEX,60,20210622,150000,176.6100000
MOEX,60,20210622,160000,176.5500000
MOEX,60,20210622,170000,177.2700000
MOEX,60,20210622,180000,177.0800000
MOEX,60,20210622,190000,175.9200000
MOEX,60,20210622,200000,176.2500000
MOEX,60,20210622,210000,176.3600000
MOEX,60,20210622,220000,176.5900000
MOEX,60,20210622,230000,176.5800000
MOEX,60,20210623,000000,176.2500000
MOEX,60,20210623,110000,176.2700000
MOEX,60,20210623,120000,176.3700000
MOEX,60,20210623,130000,176.2500000
MOEX,60,20210623,140000,175.8100000
MOEX,60,20210623,150000,175.0500000
MOEX,60,20210623,160000,175.5500000
MOEX,60,20210623,170000,175.1200000
MOEX,60,20210623,180000,175.3400000
MOEX,60,20210623,190000,175.2000000
MOEX,60,20210623,200000,175.3400000
MOEX,60,20210623,210000,175.3000000
MOEX,60,20210623,220000,175.1000000
MOEX,60,20210623,230000,175.1300000
MOEX,60,20210624,000000,175.2800000
MOEX,60,20210624,110000,175.4600000
MOEX,60,20210624,120000,174.3100000
MOEX,60,20210624,130000,173.8400000
MOEX,60,20210624,140000,174.2100000
MOEX,60,20210624,150000,174.2100000
MOEX,60,20210624,160000,174.0200000
MOEX,60,20210624,170000,174.2100000
MOEX,60,20210624,180000,174.7400000
MOEX,60,20210624,190000,175.2000000
MOEX,60,20210624,200000,174.5800000
MOEX,60,20210624,210000,174.9600000
MOEX,60,20210624,220000,174.8000000
MOEX,60,20210624,230000,174.4700000
MOEX,60,20210625,000000,174.1500000
MOEX,60,20210625,110000,174.3400000
MOEX,60,20210625,120000,172.8900000
MOEX,60,20210625,130000,173.6000000
MOEX,60,20210625,140000,173.1400000
MOEX,60,20210625,150000,172.3800000
MOEX,60,20210625,160000,172.5000000
MOEX,60,20210625,170000,172.6600000
MOEX,60,20210625,180000,172.3700000
MOEX,60,20210625,190000,172.1100000
MOEX,60,20210625,200000,172.3500000
MOEX,60,20210625,210000,172.3300000
MOEX,60,20210625,220000,172.2800000
MOEX,60,20210625,230000,172.3300000
MOEX,60,20210626,000000,172.4600000
MOEX,60,20210628,110000,173.4500000
MOEX,60,20210628,120000,173.1000000
MOEX,60,20210628,130000,173.3700000
MOEX,60,20210628,140000,173.9700000
MOEX,60,20210628,150000,174.2800000
MOEX,60,20210628,160000,174.0400000
MOEX,60,20210628,170000,174.3000000
MOEX,60,20210628,180000,174.6600000
MOEX,60,20210628,190000,174.4900000
MOEX,60,20210628,200000,174.0100000
MOEX,60,20210628,210000,174.0900000
MOEX,60,20210628,220000,174.0100000
MOEX,60,20210628,230000,173.8600000
MOEX,60,20210629,000000,173.7300000
MOEX,60,20210629,110000,173.8100000
MOEX,60,20210629,120000,171.4700000
MOEX,60,20210629,130000,171.5900000
MOEX,60,20210629,140000,172.0000000
MOEX,60,20210629,150000,172.1900000
MOEX,60,20210629,160000,171.9100000
MOEX,60,20210629,170000,171.7200000
MOEX,60,20210629,180000,171.6600000
MOEX,60,20210629,190000,170.5100000
MOEX,60,20210629,200000,170.6500000
MOEX,60,20210629,210000,170.7800000
MOEX,60,20210629,220000,170.8600000
MOEX,60,20210629,230000,170.9100000
MOEX,60,20210630,000000,170.8200000
MOEX,60,20210630,110000,170.9000000
MOEX,60,20210630,120000,169.7300000
MOEX,60,20210630,130000,169.5500000
MOEX,60,20210630,140000,169.4500000
MOEX,60,20210630,150000,170.4700000
MOEX,60,20210630,160000,169.6700000
MOEX,60,20210630,170000,169.5600000
MOEX,60,20210630,180000,169.6300000
MOEX,60,20210630,190000,170.6900000
MOEX,60,20210630,200000,170.7700000
MOEX,60,20210630,210000,170.7500000
MOEX,60,20210630,220000,170.7800000
MOEX,60,20210630,230000,170.9600000
MOEX,60,20210701,000000,171.0500000
MOEX,60,20210701,110000,170.2300000
MOEX,60,20210701,120000,171.0400000
MOEX,60,20210701,130000,172.4300000
MOEX,60,20210701,140000,171.2600000
MOEX,60,20210701,150000,171.8800000
MOEX,60,20210701,160000,171.8500000
MOEX,60,20210701,170000,172.0200000
MOEX,60,20210701,180000,170.4600000
MOEX,60,20210701,190000,170.6900000
MOEX,60,20210701,200000,170.8900000
MOEX,60,20210701,210000,171.0900000
MOEX,60,20210701,220000,171.3100000
MOEX,60,20210701,230000,171.5700000
MOEX,60,20210702,000000,171.3000000
MOEX,60,20210702,110000,171.7900000
MOEX,60,20210702,120000,170.9400000
MOEX,60,20210702,130000,171.0300000
MOEX,60,20210702,140000,171.6500000
MOEX,60,20210702,150000,171.5000000
MOEX,60,20210702,160000,172.2200000
MOEX,60,20210702,170000,172.2600000
MOEX,60,20210702,180000,171.5800000
MOEX,60,20210702,190000,171.2900000
MOEX,60,20210702,200000,171.3900000
MOEX,60,20210702,210000,171.2600000
MOEX,60,20210702,220000,171.1900000
MOEX,60,20210702,230000,171.1000000
MOEX,60,20210703,000000,171.1000000
MOEX,60,20210705,110000,170.9700000
MOEX,60,20210705,120000,171.1400000
MOEX,60,20210705,130000,171.5400000
MOEX,60,20210705,140000,172.1100000
MOEX,60,20210705,150000,172.5200000
MOEX,60,20210705,160000,172.5700000
MOEX,60,20210705,170000,172.8000000
MOEX,60,20210705,180000,172.5500000
MOEX,60,20210705,190000,172.4900000
MOEX,60,20210705,200000,172.8000000
MOEX,60,20210705,210000,173.0800000
MOEX,60,20210705,220000,173.0000000
MOEX,60,20210705,230000,173.0500000
MOEX,60,20210706,000000,173.0700000
MOEX,60,20210706,110000,174.7300000
MOEX,60,20210706,120000,173.9300000
MOEX,60,20210706,130000,173.4900000
MOEX,60,20210706,140000,172.5000000
MOEX,60,20210706,150000,172.8700000
MOEX,60,20210706,160000,171.5300000
MOEX,60,20210706,170000,171.3200000
MOEX,60,20210706,180000,172.0500000
MOEX,60,20210706,190000,172.5300000
MOEX,60,20210706,200000,172.3600000
MOEX,60,20210706,210000,172.6600000
MOEX,60,20210706,220000,172.1500000
MOEX,60,20210706,230000,172.1000000
MOEX,60,20210707,000000,171.8000000
MOEX,60,20210707,110000,171.2200000
MOEX,60,20210707,120000,171.4600000
MOEX,60,20210707,130000,172.0500000
MOEX,60,20210707,140000,172.0700000
MOEX,60,20210707,150000,172.1500000
MOEX,60,20210707,160000,171.5800000
MOEX,60,20210707,170000,171.4000000
MOEX,60,20210707,180000,171.1900000
MOEX,60,20210707,190000,171.9100000
MOEX,60,20210707,200000,171.9500000
MOEX,60,20210707,210000,171.8100000
MOEX,60,20210707,220000,171.8500000
MOEX,60,20210707,230000,171.5800000
MOEX,60,20210708,000000,171.5200000
MOEX,60,20210708,110000,171.0700000
MOEX,60,20210708,120000,171.4600000
MOEX,60,20210708,130000,171.5200000
MOEX,60,20210708,140000,171.7900000
MOEX,60,20210708,150000,171.4900000
MOEX,60,20210708,160000,171.2800000
MOEX,60,20210708,170000,172.0700000
MOEX,60,20210708,180000,172.2200000
MOEX,60,20210708,190000,172.9000000
MOEX,60,20210708,200000,172.6700000
MOEX,60,20210708,210000,172.3700000
MOEX,60,20210708,220000,172.4400000
MOEX,60,20210708,230000,172.2700000
MOEX,60,20210709,000000,172.4800000
MOEX,60,20210709,110000,172.0500000
MOEX,60,20210709,120000,172.0800000
MOEX,60,20210709,130000,172.9600000
MOEX,60,20210709,140000,172.6500000
MOEX,60,20210709,150000,171.7900000
MOEX,60,20210709,160000,171.9000000
MOEX,60,20210709,170000,171.6700000
MOEX,60,20210709,180000,171.6600000
MOEX,60,20210709,190000,171.1000000
MOEX,60,20210709,200000,171.3700000
MOEX,60,20210709,210000,171.4000000
MOEX,60,20210709,220000,171.5000000
MOEX,60,20210709,230000,171.4500000
MOEX,60,20210710,000000,171.5500000
MOEX,60,20210712,110000,170.6800000
MOEX,60,20210712,120000,170.8200000
MOEX,60,20210712,130000,170.8200000
MOEX,60,20210712,140000,170.9000000
MOEX,60,20210712,150000,171.0700000
MOEX,60,20210712,160000,171.5100000
MOEX,60,20210712,170000,172.3500000
MOEX,60,20210712,180000,172.0200000
MOEX,60,20210712,190000,171.5000000
MOEX,60,20210712,200000,171.9500000
MOEX,60,20210712,210000,171.7500000
MOEX,60,20210712,220000,171.8600000
MOEX,60,20210712,230000,171.6900000
MOEX,60,20210713,000000,171.8200000
MOEX,60,20210713,110000,171.9000000
MOEX,60,20210713,120000,171.6300000
MOEX,60,20210713,130000,171.7600000
MOEX,60,20210713,140000,171.8300000
MOEX,60,20210713,150000,171.9700000
MOEX,60,20210713,160000,171.5500000
MOEX,60,20210713,170000,171.4400000
MOEX,60,20210713,180000,171.0800000
MOEX,60,20210713,190000,171.2000000
MOEX,60,20210713,200000,171.2000000
MOEX,60,20210713,210000,171.1200000
MOEX,60,20210713,220000,170.9800000
MOEX,60,20210713,230000,171.4000000
MOEX,60,20210714,000000,171.1000000
MOEX,60,20210714,110000,171.4000000
MOEX,60,20210714,120000,171.1000000
MOEX,60,20210714,130000,171.4400000
MOEX,60,20210714,140000,171.4900000
MOEX,60,20210714,150000,171.7300000
MOEX,60,20210714,160000,172.3300000
MOEX,60,20210714,170000,171.7500000
MOEX,60,20210714,180000,172.0000000
MOEX,60,20210714,190000,172.0100000
MOEX,60,20210714,200000,171.8000000
MOEX,60,20210714,210000,171.8400000
MOEX,60,20210714,220000,171.9400000
MOEX,60,20210714,230000,171.8500000
MOEX,60,20210715,000000,171.8500000
MOEX,60,20210715,110000,170.7700000
MOEX,60,20210715,120000,170.9200000
MOEX,60,20210715,130000,171.2200000
MOEX,60,20210715,140000,170.5100000
MOEX,60,20210715,150000,170.5800000
MOEX,60,20210715,160000,170.5300000
MOEX,60,20210715,170000,171.2800000
MOEX,60,20210715,180000,171.2600000
MOEX,60,20210715,190000,170.6200000
MOEX,60,20210715,200000,170.9700000
MOEX,60,20210715,210000,170.7000000
MOEX,60,20210715,220000,170.9300000
MOEX,60,20210715,230000,170.7500000
MOEX,60,20210716,000000,170.7000000
MOEX,60,20210716,110000,171.2200000
MOEX,60,20210716,120000,170.8000000
MOEX,60,20210716,130000,170.7700000
MOEX,60,20210716,140000,171.0800000
MOEX,60,20210716,150000,171.7200000
MOEX,60,20210716,160000,171.6300000
MOEX,60,20210716,170000,171.0900000
MOEX,60,20210716,180000,170.6900000
MOEX,60,20210716,190000,170.5000000
MOEX,60,20210716,200000,170.4500000
MOEX,60,20210716,210000,170.3200000
MOEX,60,20210716,220000,170.3000000
MOEX,60,20210716,230000,170.1300000
MOEX,60,20210717,000000,169.5100000
MOEX,60,20210719,110000,169.6600000
MOEX,60,20210719,120000,170.4100000
MOEX,60,20210719,130000,168.8600000
MOEX,60,20210719,140000,168.6100000
MOEX,60,20210719,150000,167.7500000
MOEX,60,20210719,160000,166.6300000
MOEX,60,20210719,170000,165.9200000
MOEX,60,20210719,180000,165.2200000
MOEX,60,20210719,190000,164.4400000
MOEX,60,20210719,200000,164.4900000
MOEX,60,20210719,210000,164.8900000
MOEX,60,20210719,220000,164.6100000
MOEX,60,20210719,230000,164.0400000
MOEX,60,20210720,000000,164.2000000
MOEX,60,20210720,110000,165.3500000
MOEX,60,20210720,120000,166.1100000
MOEX,60,20210720,130000,166.8600000
MOEX,60,20210720,140000,165.6200000
MOEX,60,20210720,150000,165.9300000
MOEX,60,20210720,160000,165.6500000
MOEX,60,20210720,170000,166.3200000
MOEX,60,20210720,180000,166.6400000
MOEX,60,20210720,190000,167.1900000
MOEX,60,20210720,200000,166.9400000
MOEX,60,20210720,210000,166.9300000
MOEX,60,20210720,220000,167.7700000
MOEX,60,20210720,230000,167.4300000
MOEX,60,20210721,000000,167.5800000
MOEX,60,20210721,110000,167.8900000
MOEX,60,20210721,120000,167.4100000
MOEX,60,20210721,130000,166.7100000
MOEX,60,20210721,140000,167.0600000
MOEX,60,20210721,150000,166.7300000
MOEX,60,20210721,160000,166.9000000
MOEX,60,20210721,170000,167.2500000
MOEX,60,20210721,180000,167.5500000
MOEX,60,20210721,190000,166.9100000
MOEX,60,20210721,200000,167.1300000
MOEX,60,20210721,210000,167.1800000
MOEX,60,20210721,220000,166.8000000
MOEX,60,20210721,230000,166.5900000
MOEX,60,20210722,000000,166.6000000
MOEX,60,20210722,110000,166.7800000
MOEX,60,20210722,120000,166.2800000
MOEX,60,20210722,130000,167.2400000
MOEX,60,20210722,140000,168.1900000
MOEX,60,20210722,150000,168.4400000
MOEX,60,20210722,160000,168.0800000
MOEX,60,20210722,170000,168.7400000
MOEX,60,20210722,180000,168.6200000
MOEX,60,20210722,190000,170.0100000
MOEX,60,20210722,200000,170.0100000
MOEX,60,20210722,210000,170.2000000
MOEX,60,20210722,220000,170.3000000
MOEX,60,20210722,230000,169.8100000
MOEX,60,20210723,000000,170.3900000
MOEX,60,20210723,110000,171.5100000
MOEX,60,20210723,120000,170.6000000
MOEX,60,20210723,130000,170.0800000
MOEX,60,20210723,140000,170.5900000
MOEX,60,20210723,150000,171.1000000
MOEX,60,20210723,160000,170.7400000
MOEX,60,20210723,170000,169.6300000
MOEX,60,20210723,180000,169.7100000
MOEX,60,20210723,190000,170.0800000
MOEX,60,20210723,200000,170.0100000
MOEX,60,20210723,210000,170.1000000
MOEX,60,20210723,220000,169.9100000
MOEX,60,20210723,230000,169.9600000
MOEX,60,20210724,000000,170.0000000
MOEX,60,20210726,110000,169.6400000
MOEX,60,20210726,120000,169.0800000
MOEX,60,20210726,130000,169.5800000
MOEX,60,20210726,140000,169.7600000
MOEX,60,20210726,150000,170.2500000
MOEX,60,20210726,160000,170.1500000
MOEX,60,20210726,170000,170.2700000
MOEX,60,20210726,180000,170.3200000
MOEX,60,20210726,190000,170.4400000
MOEX,60,20210726,200000,170.6500000
MOEX,60,20210726,210000,170.8600000
MOEX,60,20210726,220000,170.8100000
MOEX,60,20210726,230000,170.9000000
MOEX,60,20210727,000000,171.0500000
MOEX,60,20210727,110000,170.4500000
MOEX,60,20210727,120000,170.5300000
MOEX,60,20210727,130000,171.2200000
MOEX,60,20210727,140000,171.4300000
MOEX,60,20210727,150000,171.8300000
MOEX,60,20210727,160000,171.3400000
MOEX,60,20210727,170000,171.0300000
MOEX,60,20210727,180000,171.6900000
MOEX,60,20210727,190000,171.9500000
MOEX,60,20210727,200000,171.3700000
MOEX,60,20210727,210000,171.3300000
MOEX,60,20210727,220000,171.3800000
MOEX,60,20210727,230000,171.6400000
MOEX,60,20210728,000000,171.6300000
MOEX,60,20210728,110000,171.9700000
MOEX,60,20210728,120000,171.9900000
MOEX,60,20210728,130000,171.8400000
MOEX,60,20210728,140000,171.7200000
MOEX,60,20210728,150000,171.6300000
MOEX,60,20210728,160000,171.9600000
MOEX,60,20210728,170000,172.0200000
MOEX,60,20210728,180000,171.9500000
MOEX,60,20210728,190000,171.9200000
MOEX,60,20210728,200000,171.8600000
MOEX,60,20210728,210000,171.7600000
MOEX,60,20210728,220000,171.7200000
MOEX,60,20210728,230000,171.8900000
MOEX,60,20210729,000000,171.9000000
MOEX,60,20210729,110000,172.2100000
MOEX,60,20210729,120000,174.1000000
MOEX,60,20210729,130000,173.9000000
MOEX,60,20210729,140000,174.0100000
MOEX,60,20210729,150000,173.9400000
MOEX,60,20210729,160000,174.5000000
MOEX,60,20210729,170000,174.0000000
MOEX,60,20210729,180000,174.9200000
MOEX,60,20210729,190000,174.2300000
MOEX,60,20210729,200000,174.2500000
MOEX,60,20210729,210000,174.2500000
MOEX,60,20210729,220000,174.2600000
MOEX,60,20210729,230000,174.3500000
MOEX,60,20210730,000000,174.3200000
MOEX,60,20210730,110000,173.5800000
MOEX,60,20210730,120000,174.1600000
MOEX,60,20210730,130000,173.8700000
MOEX,60,20210730,140000,174.1200000
MOEX,60,20210730,150000,173.9500000
MOEX,60,20210730,160000,173.5900000
MOEX,60,20210730,170000,173.4000000
MOEX,60,20210730,180000,172.9200000
MOEX,60,20210730,190000,173.1300000
MOEX,60,20210730,200000,173.6000000
MOEX,60,20210730,210000,173.4100000
MOEX,60,20210730,220000,173.4700000
MOEX,60,20210730,230000,173.3500000
MOEX,60,20210731,000000,173.4100000
MOEX,60,20210802,110000,173.7800000
MOEX,60,20210802,120000,174.2000000
MOEX,60,20210802,130000,174.9600000
MOEX,60,20210802,140000,174.6300000
MOEX,60,20210802,150000,175.0900000
MOEX,60,20210802,160000,174.8800000
MOEX,60,20210802,170000,174.9600000
MOEX,60,20210802,180000,174.8000000
MOEX,60,20210802,190000,174.2500000
MOEX,60,20210802,200000,174.3700000
MOEX,60,20210802,210000,174.0700000
MOEX,60,20210802,220000,174.2900000
MOEX,60,20210802,230000,174.2000000
MOEX,60,20210803,000000,174.3000000
MOEX,60,20210803,110000,174.9500000
MOEX,60,20210803,120000,174.5000000
MOEX,60,20210803,130000,174.9400000
MOEX,60,20210803,140000,174.6900000
MOEX,60,20210803,150000,174.3000000
MOEX,60,20210803,160000,173.6800000
MOEX,60,20210803,170000,172.1800000
MOEX,60,20210803,180000,173.1300000
MOEX,60,20210803,190000,174.1500000
MOEX,60,20210803,200000,173.8500000
MOEX,60,20210803,210000,173.9500000
MOEX,60,20210803,220000,174.1400000
MOEX,60,20210803,230000,174.2800000
MOEX,60,20210804,000000,174.3000000
